page_date,category,title,readings_text,body,prayer,image_path,reading_links_json
2026-02-14,Discover Your Destiny,14 February : Meant To Shine,"Exodus 35-36, Mark 4:21-41, Psalm 25","A lamp's purpose is to give light. Similarly, we are meant to reveal God's glory. God has a specific purpose for you. He knows where your light can shine the brightest. Don't hide out of fear or doubt. When God positions you, step into it boldly.

The measure of light you emit depends on how much of God's Word you receive and obey. You cannot shine without first being filled by His truth. That is why it is essential to abide in His Word daily.

As you pour out what God has given you, He multiplies it. Each time you share your life, y ou shine brighter. Each time you do God's will, a little more of the darkness goes away. You shine best when your life points others to Him. Let us illuminate the people and world around us for God's glory.","Heavenly Father, thank You for the gifts You have entrusted to me. Help me not to hide them but to pour them out in service for Your glory. May I reflect Your light and Your love. Amen.",/static/images/picture3.jpg,"[{""text"": ""Exodus 35"", ""url"": ""https://www.wordproject.org/bibles/kj/02/35.htm""}, {""text"": ""Exodus 36"", ""url"": ""https://www.wordproject.org/bibles/kj/02/36.htm""}, {""text"": ""Mark 4:21-41"", ""url"": ""https://www.wordproject.org/bibles/kj/41/4.htm""}, {""text"": ""Psalm 25"", ""url"": ""https://www.wordproject.org/bibles/kj/19/25.htm""}]"
2026-02-15,Discover Your Destiny,15 February :,YOUR PAST DOES NOT DEFINE YOUR DESTINY,"Exodus 37-38, Mark 5:1-20, Psalm 26

Jesus delivered a man tormented by a legion of demons and then sent him out to proclaim His mercy. Likewise, the Lord often calls us to reach out to those who struggled just as we once did-broken and searching for hope.

Your destiny is not defined by your broken past but by God's redeeming power. Let Him shape you, free you and fill you with His Spirit. Let your life testify His mercy.

Your past may be filled with brokenness, but God brings redemption. It may have shaped you, but it cannot limit what God can do through you unless you allow it. It does not have the final word over your life. Christ does.","Heavenly Father, thank You for delivering me from my brokenness. Thank You for Your redeeming work in my life. Fill me with Your Spirit. I desire to walk in the destiny You have prepared. Amen.",/static/images/picture3.jpg,[]
2026-02-16,Discover Your Destiny,16 February : Reflecting God'S Glory,"Exodus 39-40, Mark 5:21-43, Proverbs 7:13-21","The tabernacle was completed and God's glory fill ed it. God's glory is revealed when His presence rests on what He has called us to build and do. Just as the tabernacle is a temple of the Holy Spirit, so are you. Do you desire to reflect God's glory?

The artisans and priests worked with care, skill and reverence, as the tabernacle was dedicated to God. Nothing about it was casual. Everything was consecrated. When we live with a spirit of excellence and purity, we reflect the worthiness of the God we represent.

Obedience invites God's glory. When we live according to His truth and follow His ways, our lives become dwelling places where His presence resides. We reflect God's glory best when we stop living for ourselves.","Heavenly Father, thank You for choosing to dwell within me by Your Spirit. Just as Your glory filled the tabernacle, fill my life as I yield to You completely. Let all I build and do be for Your glory. Amen.",/static/images/picture3.jpg,"[{""text"": ""Exodus 39"", ""url"": ""https://www.wordproject.org/bibles/kj/02/39.htm""}, {""text"": ""Exodus 40"", ""url"": ""https://www.wordproject.org/bibles/kj/02/40.htm""}, {""text"": ""Mark 5:21-43"", ""url"": ""https://www.wordproject.org/bibles/kj/41/5.htm""}, {""text"": ""Proverbs 7:13-21"", ""url"": ""https://www.wordproject.org/bibles/kj/20/7.htm""}]"
2026-02-17,Discover Your Destiny,17 February : Giving Your Best,"Leviticus 1-2, Mark 6:1-29, Proverbs 7:22-27","God gave Israel instructions for offerings that symbolised devotion, gratitude and surrender. Every burnt offering, grain offering and act of worship was a tangible expression of giving their best to God. The burnt offering, wholly consumed by fire, represented complete consecration.

Just as the Israelites brought their first and finest to God, we, too, are called to offer our lives as living sacrifices. Our modern offerings are not bulls or grains, but our time, energy, talents and obedience.

Every act of faithfulness, every quiet surrender and every moment of service is a fragrant offering before God. When we give Him our all, we invite His fire to purify and transform us. The altar is not a place of loss, but a place of renewal, where surrender becomes strength.","Heavenly Father, I thank You for showing me the way. Take my life as an offering of devotion and thanksgiving. Help me to give my very best for You. Amen.",/static/images/picture3.jpg,"[{""text"": ""Leviticus 1"", ""url"": ""https://www.wordproject.org/bibles/kj/03/1.htm""}, {""text"": ""Leviticus 2"", ""url"": ""https://www.wordproject.org/bibles/kj/03/2.htm""}, {""text"": ""Mark 6:1-29"", ""url"": ""https://www.wordproject.org/bibles/kj/41/6.htm""}, {""text"": ""Proverbs 7:22-27"", ""url"": ""https://www.wordproject.org/bibles/kj/20/7.htm""}]"
2026-02-18,Discover Your Destiny,18 February :,"LITTLE IN YOUR HAND, MIGHTY IN HIS","Leviticus 3-4, Mark 6:30-56, Proverbs 8:1-9

When a young boy offered his five loaves and two fish to Jesus, it seemed insignificant in the face of a hungry crowd. That small act of faith eventually became the seed of a miracle. What was meagre in human eyes became mighty in the hands of the Saviour.

God is not limited by what we lack. He delights in using what we have when we place it fully in His hands. The boy didn't have much, but he gave his all. What we have to offer may seem small compared to the needs around us, but God multiplies the things we surrender.

When we let go of what we hold on to tightly, God turns our 'not enough' into 'more than enough'.","Heavenly Father, thank You that all abundance and provision come from You. Teach me to trust You with the little I have. Take what I offer, multiply it by Your power and use it to bless many for Your Kingdom. Amen.",/static/images/picture3.jpg,[]
2026-02-19,Be A Blessing,19 February : Making Things Right,"Leviticus 5-6, Mark 7, Proverbs 8:10-18","Sometimes, one of the greatest comforts we can receive is when those who hurt us take responsibility and seek to make things right. God teaches His people that sin is not to be ignored or hidden from view. Instead, sin must be confronted and acknowledged. Whether it was lying, withholding the truth or causing harm, taking responsibility requires confession.

But confession alone isn't enough. Restitution must happen next. If we have said something untrue, we should correct it and apologise to those it has affected. If we have caused financial damage to someone, we must compensate the person fairly. If we have mistreated someone, we must apologise and make amends.

Righting wrongs and making things right is important as it honours God and heals relationships. Today, pray for God to bring restoration to any wrongs we may have done.","Lord Jesus, give me the courage to walk in integrity. Help me seek not only Your forgiveness but also restoration with others, so that my life may reflect Your grace and become a channel of blessing. Amen.",/static/images/picture4.jpg,"[{""text"": ""Leviticus 5"", ""url"": ""https://www.wordproject.org/bibles/kj/03/5.htm""}, {""text"": ""Leviticus 6"", ""url"": ""https://www.wordproject.org/bibles/kj/03/6.htm""}, {""text"": ""Mark 7"", ""url"": ""https://www.wordproject.org/bibles/kj/41/7.htm""}, {""text"": ""Proverbs 8:10-18"", ""url"": ""https://www.wordproject.org/bibles/kj/20/8.htm""}]"
2026-02-20,Be A Blessing,20 February :,BE THE BLESSING SOMEONE PRAYED FOR,"Leviticus 7, Mark 8, Proverbs 8:19-26

Jesus fed the four thousand, healed the blind man and taught about taking up one's cross. Watching the life of Christ is truly inspiring. Despite the throngs of people He had ministered to frequently, He kept on giving and giving. His deep compassion and willingness to serve are the bedrock of every community of faith.

Being a blessing is not about how much we have, but how willing we are to give away. If we live with open hands and open hearts, we will notice the hungry, the hurting and the forgotten people.

Do you realise that many of our prayers were answered by the people God sent to us? Likewise, we can also become the blessings someone pray ed for. Today, look around you and begin to meet the needs of those God is leading you to.","Lord Jesus, help me to see the needs around me with Your eyes. Take what I have, multiply it in Your hands and make me the answer to someone's prayer today. Amen.",/static/images/picture4.jpg,[]
2026-02-21,Be A Blessing,21 February : Carriers Of His Presence,"Leviticus 8-9, Mark 9:1-29, Proverbs 8:27-36","On the mountain of transfiguration, Peter, James and John witnessed something extraordinary. They saw the face of Jesus shining like the s un. For a brief moment, heaven touched earth and the glory of God was revealed in the person of Christ.

Peter wanted to build shelters and remain in that holy moment, but Jesus led them back down the mountain. The lesson was clear: encounters with God are not meant to be confined to mountaintops. T hey are intended to make us carriers of His presence in the valleys below.

Will we allow the Spirit to transf orm us for that purpose? If we will, we can be a conduit of God's blessing to every person we meet and everywhere we go!","Lord Jesus, thank You for revealing Your glory to us. Help me to carry Your presence into every valley I walk through. Fill me with Your Spirit so that Your light shines through my life. May every person I meet sense Your love, peace and power through me. Amen.",/static/images/picture4.jpg,"[{""text"": ""Leviticus 8"", ""url"": ""https://www.wordproject.org/bibles/kj/03/8.htm""}, {""text"": ""Leviticus 9"", ""url"": ""https://www.wordproject.org/bibles/kj/03/9.htm""}, {""text"": ""Mark 9:1-29"", ""url"": ""https://www.wordproject.org/bibles/kj/41/9.htm""}, {""text"": ""Proverbs 8:27-36"", ""url"": ""https://www.wordproject.org/bibles/kj/20/8.htm""}]"
2026-02-22,Be A Blessing,"22 February : Last Place, God'S First","Leviticus 10-11, Mark 9:30-50, Proverbs 9:1-6","The disciples were busy arguing about who was the greatest amongst them when Jesus surprised them with a completely different standard. He said, 'If anyone wants to be first, he must be the very last, and the servant of all'.

Greatness is often defined by power and position by human standards. However, in God's eyes, greatness is about humility and serv anthood. Jesus didn 't just teach this, He lived it. He knelt to wash feet, healed the sick and ultimately laid down His life.

God is not impressed with how high we climb, but how low we are willing to serve others. That is why the highest symbol of the Christian faith is not a crown, but a cross. Today, let us purpose to carry our crosses with joy, knowing that one day we will receive our crowns!","Lord Jesus, thank You for showing me that true greatness is found in humility and in serving others. Remove anything in me that hinders others from seeing You. I will take up my cross daily and follow You. Amen.",/static/images/picture4.jpg,"[{""text"": ""Leviticus 10"", ""url"": ""https://www.wordproject.org/bibles/kj/03/10.htm""}, {""text"": ""Leviticus 11"", ""url"": ""https://www.wordproject.org/bibles/kj/03/11.htm""}, {""text"": ""Mark 9:30-50"", ""url"": ""https://www.wordproject.org/bibles/kj/41/9.htm""}, {""text"": ""Proverbs 9:1-6"", ""url"": ""https://www.wordproject.org/bibles/kj/20/9.htm""}]"
2026-02-23,Be A Blessing,23 February : Nothing You Give Is Wasted,"Leviticus 12-13, Mark 10:1-31, Psalm 27","As if Jesus needed a reminder, Peter reiterated to Him, 'We have left everything to follow You '. Jesus responds with a powerful promise. He promises that those who made sacrifices for His sake will receive greater blessings than what they gave up.

God is a perfect steward of every blessing we give Him. He takes the time and resources you give Him and produces fruit. Even when others don 't see our faithfulness, God does.

Ultimately, our Heavenly Father is very generous. He gives more back to us than we could ever give to Him. When we live for Jesus, everything we give becomes part of something eternal.","Lord Jesus, thank You for the promise that every act of love and sacrifice for Your sake is remembered in Heaven. Teach me to give selflessly, not for reward, but for Your glory. Strengthen my heart to bless others with joy. Amen.",/static/images/picture4.jpg,"[{""text"": ""Leviticus 12"", ""url"": ""https://www.wordproject.org/bibles/kj/03/12.htm""}, {""text"": ""Leviticus 13"", ""url"": ""https://www.wordproject.org/bibles/kj/03/13.htm""}, {""text"": ""Mark 10:1-31"", ""url"": ""https://www.wordproject.org/bibles/kj/41/10.htm""}, {""text"": ""Psalm 27"", ""url"": ""https://www.wordproject.org/bibles/kj/19/27.htm""}]"
2026-02-24,Be A Blessing,24 February : Greatness Through Serving,"Leviticus 14, Mark 10:32-52, Psalm 28","Most of us aspire to achieve greatness. But the way the world seeks greatness tends to be self-serving. Jesus' teaching on greatness reverses the order of ambition. True greatness is how faithful you are in serving people for the glory of God.

When we serve God in the church, we are walking in the footsteps of Jesus Himself. We may be serving behind the scenes or serving in a minor role, but every act of service is valuable when done in love.

Greatness in God's eyes is neither about power, prestige nor status. It is about exalting Christ. It is about walking in steadfastness. Are you serving to make yourself known, or to make Christ known?","Lord Jesus, thank You for showing me that true greatness is found in serving others. Teach me to follow Your example. Use my hands, my time and my heart to bless others and build Your Kingdom. Amen.",/static/images/picture4.jpg,"[{""text"": ""Leviticus 14"", ""url"": ""https://www.wordproject.org/bibles/kj/03/14.htm""}, {""text"": ""Mark 10:32-52"", ""url"": ""https://www.wordproject.org/bibles/kj/41/10.htm""}, {""text"": ""Psalm 28"", ""url"": ""https://www.wordproject.org/bibles/kj/19/28.htm""}]"
2026-02-25,Be A Blessing,25 February : The Blessing In His Name,"Leviticus 15-16, Mark 11, Psalm 29","As Jesus entered Jerusalem, the crowd spread their cloaks and palm branches on the road, shouting, 'Hosanna! Blessed is He who comes in the name of the Lord!' They welcomed Him as King, declaring blessing in His name. Shortly after, Jesus entered the temple not to receive praise, but to restore its purity.

In that profound moment, Jesus showed that praise and purity are inextricably linked, as both are expressions of true worship. One without the other becomes hollow.

Jesus, who blesses, also purifies. He removes whatever hinders God's presence and restores His house as a place of prayer. He drives out self-seeking motives and pride in us.

Praise draws Jesus near. Purity keeps Jesus enthroned. Together, they release the full blessing of His name.","Lord Jesus, we welcome You as King. May our lives proclaim Your salvation wherever we go, so that others may also know the greatest blessing in You. Amen.",/static/images/picture4.jpg,"[{""text"": ""Leviticus 15"", ""url"": ""https://www.wordproject.org/bibles/kj/03/15.htm""}, {""text"": ""Leviticus 16"", ""url"": ""https://www.wordproject.org/bibles/kj/03/16.htm""}, {""text"": ""Mark 11"", ""url"": ""https://www.wordproject.org/bibles/kj/41/11.htm""}, {""text"": ""Psalm 29"", ""url"": ""https://www.wordproject.org/bibles/kj/19/29.htm""}]"
2026-02-26,Love The Lord,26 February : Under His Authority,"Leviticus 17-18, Mark 12:1-27, Psalm 30","The parable of the tenants teaches us the importance of obeying the authorities set before us. This biblical principle is further highlighted by Christ's iconic statement: 'Render to Caesar the things that are Caesar 's, and to God the things that are God's'.

Jesus was highlighting the principle of submission to those in authority over us. It is a difficult lesson. Many want God's blessings, but few are willing to submit to His designated authority. By God's standards, we are expected to obey our superiors, unless they ask us to sin.

We must take comfort in the fact that God is still in control, even when human authority fails. It is a test of faith to humble ourselves. May we purpose to obey those whom the Lord has put above us!","Lord Jesus, You are the true King and ultimate authority. Teach me to submit with humility, obey with trust and honour those You have placed over me. Help me follow Your order with a willing heart, knowing You are in control. Amen.",/static/images/picture1.jpg,"[{""text"": ""Leviticus 17"", ""url"": ""https://www.wordproject.org/bibles/kj/03/17.htm""}, {""text"": ""Leviticus 18"", ""url"": ""https://www.wordproject.org/bibles/kj/03/18.htm""}, {""text"": ""Mark 12:1-27"", ""url"": ""https://www.wordproject.org/bibles/kj/41/12.htm""}, {""text"": ""Psalm 30"", ""url"": ""https://www.wordproject.org/bibles/kj/19/30.htm""}]"
2026-02-27,Love The Lord,"27 February : Small Gift, Big Heart","Leviticus 19-20, Mark 12:28-44, Psalm 31","Jesus taught that the greatest commandment is to love God with all our heart, soul, mind and strength. Later, as He sat near the temple treasury, He watched people give their offerings. Many gave large sums, but a poor widow came and dropped in two small coins.

In Jesus' eyes, she had given more than all the others because she gave all she had. Her act was not measured by amount, but by devotion. True worship is never about the size of the gift, but the sincerity of the giver. The widow's offering revealed the kind of devotion God values most: sacrificial, humble, and wholehearted.

Every small act of generosity, every quiet prayer and every unnoticed kindness offered in love moves the heart of God. What may seem small in human eyes can carry eternal weight in His Kingdom.","Lord Jesus, teach me to give with a willing and thankful heart. Help me to see that no offering is too small when it comes from a place of love. May my life reflect generosity, humility and faith that honours You in every way. Amen.",/static/images/picture1.jpg,"[{""text"": ""Leviticus 19"", ""url"": ""https://www.wordproject.org/bibles/kj/03/19.htm""}, {""text"": ""Leviticus 20"", ""url"": ""https://www.wordproject.org/bibles/kj/03/20.htm""}, {""text"": ""Mark 12:28-44"", ""url"": ""https://www.wordproject.org/bibles/kj/41/12.htm""}, {""text"": ""Psalm 31"", ""url"": ""https://www.wordproject.org/bibles/kj/19/31.htm""}]"
2026-02-28,Love The Lord,28 February : Faithful Till The End,"Leviticus 21-22, Mark 13, Psalm 32","Jesus told His disciples that the end times would be marked by turmoil, deception and persecution. He didn 't promise an easy journey. Instead, He gave a call for endurance: 'The one who stands firm to the end will be saved'. Jesus also warned that many would be distracted by false signs and fading hopes.

Faithfulness is the proof of love. The world may shake, kingdoms may fall and hearts may grow cold, but those who hold fast to Christ remain unshaken. If we desire to be faithful to God till the end, we must keep our eyes on Him and persevere in our faith.

Our Lord assures us that those who remain steadfast will see His glory revealed. Our endurance is not in our own strength but in His Spirit working within us. Each day of faithfulness, no matter how small, is a step closer to hearing Him say, 'Well done, good and faithful servant'.","Lord Jesus, help me to stay watchful and faithful, trusting You in every season. Strengthen my heart to endure and keep my eyes fixed on You until the day of Your return. Amen.",/static/images/picture1.jpg,"[{""text"": ""Leviticus 21"", ""url"": ""https://www.wordproject.org/bibles/kj/03/21.htm""}, {""text"": ""Leviticus 22"", ""url"": ""https://www.wordproject.org/bibles/kj/03/22.htm""}, {""text"": ""Mark 13"", ""url"": ""https://www.wordproject.org/bibles/kj/41/13.htm""}, {""text"": ""Psalm 32"", ""url"": ""https://www.wordproject.org/bibles/kj/19/32.htm""}]"
2026-03-01,Love The Lord,1 March : Pour Your Love On Him,"Leviticus 23-24, Mark 14:1-31, Psalm 33","When the woman broke her alabaster jar and poured expensive perfume on Jesus, it was more than an act of generosity. It was worship. She didn't just pour perfume. She poured her love on Jesus.

Unlike the disciples who criticised her and called her action wasteful, Jesus described it as beautiful. He saw what the disciples failed to see. He recognised that her love was n't performative and was for Him alone. What she did stood in stark contrast to Judas ' betrayal and Peter's coming denial. While others were withholding or wavering, she gave her all.

True worship may seem extravagant to the world, but it is precious to God. We must not let others hold us back from loving the Lord wholeheartedly. When we pour our love on Jesus, our lives release the aroma of His presence. Let us shower all our affections on the One who first gave His life for us.","Heavenly Father, teach me to love You with all I am. May my time, my praise, my sacrifice and my faithfulness be poured out at Your feet like a fragrant offering. Amen.",/static/images/picture1.jpg,"[{""text"": ""Leviticus 23"", ""url"": ""https://www.wordproject.org/bibles/kj/03/23.htm""}, {""text"": ""Leviticus 24"", ""url"": ""https://www.wordproject.org/bibles/kj/03/24.htm""}, {""text"": ""Mark 14:1-31"", ""url"": ""https://www.wordproject.org/bibles/kj/41/14.htm""}, {""text"": ""Psalm 33"", ""url"": ""https://www.wordproject.org/bibles/kj/19/33.htm""}]"
2026-03-02,Love The Lord,"2 March : Not My Will, But His","Leviticus 25, Mark 14:32-72, Proverbs 9:7-12","At Gethsemane, Jesus revealed the depth of His love for the Father through His prayer, 'Not my will, but Yours be done'. His perfect love for His Father was proven in His full surrender and unwavering obedience, undeterred by the coming crucifixion.

Meanwhile, the disciples fell asleep, Judas betrayed Him and Peter denied Him. Their failures reflect the struggles of every human heart. We desire to follow God but often falter when the cost feels too high.

To truly love God is to surrender to His will and remain faithful, even when it is costly and difficult. God's way may not always be easy, but it is always good.","Heavenly Father, help me to echo the heart of Jesus: 'Not my will, but Yours be done'. Please give me the strength to remain faithful and steadfast when obedience feels too difficult. Teach me to love You above all else and to trust that Your will is always best. Amen.",/static/images/picture1.jpg,"[{""text"": ""Leviticus 25"", ""url"": ""https://www.wordproject.org/bibles/kj/03/25.htm""}, {""text"": ""Mark 14:32-72"", ""url"": ""https://www.wordproject.org/bibles/kj/41/14.htm""}, {""text"": ""Proverbs 9:7-12"", ""url"": ""https://www.wordproject.org/bibles/kj/20/9.htm""}]"
2026-03-03,Love The Lord,3 March : When Love Costs Everything,"Leviticus 26, Mark 15:1-20, Proverbs 9:13-18","Jesus was condemned, mocked and beaten. He endured it all out of obedience to His Father. He was silent before His accusers. Every lash, insult and wound bore witness to His steadfast love for us.

Love cost Jesus His life. He went to the cross to pay the price for our sin and redemption. Ultimately, what Christ did for us is the reason why we can love Him so much. Indeed, 'we love because He first loved us'.

The call of God on our lives is one of complete love and surrender. It is not always easy to give up certain areas of our lives to Him. In those moments, we must remember that He gave His all to us. So, how can we give Him anything less than ourselves? Are you willing to lay down your life fully to Jesus?","Lord Jesus, thank You for enduring the cross for me. Teach me to obey You with the same willing heart. When following You feels too difficult, remind me of Your great and steadfast love. I fix my heart on You. Amen.",/static/images/picture1.jpg,"[{""text"": ""Leviticus 26"", ""url"": ""https://www.wordproject.org/bibles/kj/03/26.htm""}, {""text"": ""Mark 15:1-20"", ""url"": ""https://www.wordproject.org/bibles/kj/41/15.htm""}, {""text"": ""Proverbs 9:13-18"", ""url"": ""https://www.wordproject.org/bibles/kj/20/9.htm""}]"
2026-03-04,Love The Lord,4 March : Tithing As Worship,"Leviticus 27, Mark 15:21-47, Proverbs 10:1-5","Tithing is not merely a financial act. It is an act of worship. By returning the first tenth of what we receive to God, we declare that He is first in our lives. It is holy because the tithe is set apart to honour the Giver, not the gift.

It is not a transaction but a testimony. Whether we are to tithe a tenth or not, we mustn't be distracted by how much to tithe. Instead, the question is, 'Are you tithing? Are you giving to the Lord your first and your best, or your leftovers?'

True worship always costs something. We give to the Lord not because God needs our resources, but because we need to remember where they came from. Let us tithe to the Lord as a sacred act of worship, not out of obligatory duty.","Heavenly Father, thank You for being the source of every good thing in my life. Teach me to give out of love and worship. As I bring my tithe to You, I offer my heart with it. May my giving honour You. Amen.",/static/images/picture1.jpg,"[{""text"": ""Leviticus 27"", ""url"": ""https://www.wordproject.org/bibles/kj/03/27.htm""}, {""text"": ""Mark 15:21-47"", ""url"": ""https://www.wordproject.org/bibles/kj/41/15.htm""}, {""text"": ""Proverbs 10:1-5"", ""url"": ""https://www.wordproject.org/bibles/kj/20/10.htm""}]"
2026-03-05,Connect With Community,5 March : Evangelism Is Everyone'S Call,"Numbers 1, Mark 16, Proverbs 10:6-10","When Jesus rose from the dead, it was proof that everything He said was true. The Gospel would not be good news if Christ were not resurrected. But because our Saviour lives, it is a joy for us today to share the message of the cross with others.

Evangelism is not a task for only a select few. It is a sacred call for every believer. The same power that raised Jesus from the grave now empowers us to share His message of life. Each of us has a part to play.

Evangelism isn't about eloquence or expertise. All that is required is availability. The call to 'go' is not a burden but a privilege. It is an invitation to partner with the risen King in His redeeming work. Every believer is a messenger. Every act of love is the good news in action. Every testimony is a bridge for someone to encounter Christ.","Lord Jesus, thank You for entrusting me with the message of Your gospel. Fill me with courage and conviction to share Your love wherever I go. Use my life, words and actions to draw others to You so that all may know that You are risen and alive. Amen.",/static/images/picture2.jpg,"[{""text"": ""Numbers 1"", ""url"": ""https://www.wordproject.org/bibles/kj/04/1.htm""}, {""text"": ""Mark 16"", ""url"": ""https://www.wordproject.org/bibles/kj/41/16.htm""}, {""text"": ""Proverbs 10:6-10"", ""url"": ""https://www.wordproject.org/bibles/kj/20/10.htm""}]"
2026-03-06,Connect With Community,6 March : Sharing In God'S Promises,"Numbers 2, Luke 1:1-25, Proverbs 10:11-15","The angel revealed to Zechariah and Elizabeth the blessing of a long-awaited child. However, the child was not meant to be theirs alone. The birth of John the Baptist served a purpose far beyond their household. His calling was to prepare the way for the Messiah.

God's promises are never meant to be stored up in isolation. T hey are meant to overflow into the lives of others. What God fulfils in us is often His way of blessing the people around us. What God births in us is meant to prepare the way for someone else's faith.

Don't store your story. Share it. Every answered prayer, every breakthrough, every fulfilled word is an invitation to point others back to the Promise Keeper.","Heavenly Father, thank You that Your promises are bigger than my doubts and greater than my needs. Teach me to receive Your blessings not just for myself, but to share them so others may be led closer to You. Amen.",/static/images/picture2.jpg,"[{""text"": ""Numbers 2"", ""url"": ""https://www.wordproject.org/bibles/kj/04/2.htm""}, {""text"": ""Luke 1:1-25"", ""url"": ""https://www.wordproject.org/bibles/kj/42/1.htm""}, {""text"": ""Proverbs 10:11-15"", ""url"": ""https://www.wordproject.org/bibles/kj/20/10.htm""}]"
2026-03-07,Connect With Community,7 March : Words Shape Your Relationships,"Numbers 3, Luke 1:26-56, Proverbs 10:16-20","Our words have the power to shape the quality of our relationships. The righteous live in a way that produces life. Their words become God's instruments of peace, trust and love. In a culture where words are often careless and harsh, God calls His people to speak with purpose and compassion.

Every conversation has the potential to either build or break and to heal or harm. Wisdom is knowing when to speak and when to be silent. And when we do speak, our words reflect our Lord's heart.

To speak wisely is to love well. Let us take special notice of what we say. Choose to season our words with God's grace. Allow the Holy Spirit to control your tongue. May we speak words of life into every situation!","Heavenly Father, teach me to use my words to build up and not break the precious relationships You have given me. Heal any hurt I may have caused and may my speech reflect Your heart in every relationship. Amen.",/static/images/picture2.jpg,"[{""text"": ""Numbers 3"", ""url"": ""https://www.wordproject.org/bibles/kj/04/3.htm""}, {""text"": ""Luke 1:26-56"", ""url"": ""https://www.wordproject.org/bibles/kj/42/1.htm""}, {""text"": ""Proverbs 10:16-20"", ""url"": ""https://www.wordproject.org/bibles/kj/20/10.htm""}]"
2026-03-08,Connect With Community,8 March : Every Role Matters,"Numbers 4, Luke 1:57-80, Proverbs 10:21-25","When God assign ed specific duties to the Levites, everyone contributed to the work. It is an important reminder that in God's Kingdom, no job is too small and no calling is too insignificant.

Every role in the body of Christ matters because together we carry His presence into the world. Regardless of the role we play, each part is vital to God's greater purpose. The strength of the whole church depends on the faithfulness of each part.

When each person does their part with excellence and humility, God's presence moves powerfully among His people. So today, serve with joy and excellence. What we do, even if unseen by others, strengthens the whole body of Christ more than we know!","Lord Jesus, thank You for giving each of us a place and a role in Your community. Help me to serve faithfully, encourage others and honour You in all I do, so that together we may reflect Christ's love to the world. Amen.",/static/images/picture2.jpg,"[{""text"": ""Numbers 4"", ""url"": ""https://www.wordproject.org/bibles/kj/04/4.htm""}, {""text"": ""Luke 1:57-80"", ""url"": ""https://www.wordproject.org/bibles/kj/42/1.htm""}, {""text"": ""Proverbs 10:21-25"", ""url"": ""https://www.wordproject.org/bibles/kj/20/10.htm""}]"
2026-03-09,Connect With Community,"9 March : Jesus, The Ultimate Bridge","Numbers 5-6, Luke 2:1-21, Psalm 34","The birth of Jesus was a pivotal moment in human history. Christ became the key linkage between God and us. He became the bridge by which we can have a relationship with our Heavenly Father.

From His birth in a stable to His ministry amongst the poor and outcast, every act of Jesus revealed God's desire to connect with us. Through Christ, we are not only connected to God but also to one another.

We are reconciled to God because of Jesus. And through Him, we have the ministry of reconciliation that 2 Corinthians 5:18 speaks about. Like Jesus, we can be bridge builders, helping others find restoration and renewal in Him. Start by inviting your loved ones and friends to church and connect groups!","Lord Jesus, thank You for being the bridge to Abba Father. Because of You, I can be a bridge for others. Guide me as I seek to bring others to know You too. Amen.",/static/images/picture2.jpg,"[{""text"": ""Numbers 5"", ""url"": ""https://www.wordproject.org/bibles/kj/04/5.htm""}, {""text"": ""Numbers 6"", ""url"": ""https://www.wordproject.org/bibles/kj/04/6.htm""}, {""text"": ""Luke 2:1-21"", ""url"": ""https://www.wordproject.org/bibles/kj/42/2.htm""}, {""text"": ""Psalm 34"", ""url"": ""https://www.wordproject.org/bibles/kj/19/34.htm""}]"
2026-03-10,Connect With Community,10 March : Every Child Dedicated,"Numbers 7, Luke 2:22-52, Psalm 35:1-14","Mary and Joseph brought Jesus to the temple to present Him to God, just as the Law required. Even though Jesus was the Son of God, His earthly parents still dedicated Him in obedience to God.

This is why we dedicate our children in the church. Because every child belongs to God first. Collectively, we are saying, 'Lord, this child is Yours. We will raise them Your way"". At the temple, Simeon and Anna spoke blessings and prophetic words over Jesus.

Children grow best when they are consistently brought into environments where God is honoured and His voice is heard. Parents and leaders need to speak life over them and help them encounter God regularly.","Lord Jesus, thank You for every child You entrust to us. We present them back to You, knowing they belong to You first. Guide us to raise them in Your presence, speak life over them and release them into Your purpose. May their lives bring You glory. Amen.",/static/images/picture2.jpg,"[{""text"": ""Numbers 7"", ""url"": ""https://www.wordproject.org/bibles/kj/04/7.htm""}, {""text"": ""Luke 2:22-52"", ""url"": ""https://www.wordproject.org/bibles/kj/42/2.htm""}, {""text"": ""Psalm 35:1-14"", ""url"": ""https://www.wordproject.org/bibles/kj/19/35.htm""}]"
